comment,class
اقصح وجه شفتو في حياتي موسخة الله تبع بلا شوهتي بينا,1
هذه الاخبار قديمة حيث علمنا ان هذه المناطق تم السيطرة عليها منذ اكثر من شهرعجيب,0
سلام عليكم انا خوكم ممكن ابوني ربي بجازيكم ب الخير كل المقاطع من تصميمي المتواضع  ولكن ليس هناك دعم عندي ,0
شحال من وحد دابة كيشوف هاد التعليق بغيتك تشوف ميمتك فا لجنة ياربي الى فرحتني بأبوني,0
الله خلقك دري ماشي بنت  انتا كادير شي حركات ديال لبنات سير راجع بنفسك أو حمد الله,0
غزا فيك الله ينعلها قعيدة تعلمتوا كتبارطاجي تلاجة ديالك و شنو عنقولوا في العناوين لي كديري الله يمسخك صبا صبا,1
مسكينة بقات فيا اله يخليكوم البعضكوم و يسهل عليك اخوية بحالك قلال روجولة بعدا كيف دايرة ماشي بحال شي وحدين كتكوني بواليديك ملي كدكريلو زواج كيقلب واجهو و لا يديرليك شي سبة اله يخليها سلعة,0
مشاءالله انسان جد طيب ولد الناس ياريت هاذو اللي كيضلو ينشرو فضايحهوم مع لبنات يتعلمو الرجلة جلسات معاه  شهور وزوينة تبارك الله ومقربش لها واحد يضل يتربص بالفريسة منين طيح فيده يصور فيديو ويلوحو للعالم يشوه بلادو قدام العالم ويجيب العار لان الفيديو كتكتب عليه بنت المغرب وكيشوه صورة اختو وامو والمغربية بصفة عامة ياريت  هاذ الفئة تتعلم الرجولة من هاذ السيد ونطلب الله يكمل عليهوم بالخير ويعيشو فسعادة وكذلك لبنات اللي كيعشقو المال ياخذو العبرة راجل يبغيك ويآويك احسن من مال الدنيا ومافيها واخيرا الله يصلح ولادنا جميعا والله يجعل بلادنا زينة البلدان,0
نعلت الله وعليك,1
الله يهديكم,0
ضسرنا الزبل كنتفرجوا فيه والله حتى المغاربة كنشركوا في شهرة هاد الموسخ,1
العلاج سهل باذن الله تعالى وهذا الذي تقول عنه مسلم ليس مسلم بل هو شيطان  وهي تعينه على نفسها,1
مالو صرفقك بالبنج تحملي مسؤوليتك اش داك الاوطيل مالك غادة لداركم,0
كولشي على تحير كيعرف حسن مني الله يهدي مخلق,0
المغرب مابقاش فيكم الحشمة يالاطيف الله ينعلكم,1
هد السيدة سكايرية ودايرة ديك اللعبة تضحك على لمغاربة الممسوخة تفو,1
يا جماعة الفساد مراض انا اعرف بعض رجال مرضوا بلبرستاتا سبب الفساد     زواج احسن,1
بغينا اخبار  زاكورة الله ينعل دين مها هي والديوتي للي معاها وتا انتوما معاهوم,1
وتعري حتى قزيبتها وأنتما شغلكوم  تقول البلاد  ما فيها مشاكل يتكلمون عليهموزايدون هاديك الماركة ما محسوباش على المغرب ما نعرف أش من جينسية عندهاوأنتما عارفين هادوك المقطعين  بوزبال غير يرد بيهم شويا الله فالرياضة أو والغناء والشطيح كي يفضلوا يولدو أولادهم خارج المغرب  وبالخصوص ميريكان وأي بلاصة أخرى حنا لي ماشي منا ضربو حتا حايحا,1
انا كنطلب تمسح قناة تيفي  قالت انا كانصلي هاي هاي على كتصلي سيري الله يعطيك موصيبة تفو على بشار,1
ها علاش كنقول ماتنشروش الفيديوهات وشوهه لاااااا لاااا حرام على لي نشرو ولي ساعدو في نشر سوى بطريقه مباشرة أو غير مباشرة اش ذنب هاد الواليدين  بقاو فيا والله,0
رآه ممكن تجفي وجهك للكاميرا ماشي العكس,0
كلات لوبيا وتفركعات عليا وشميت ريحة خايبة  اش هد المستوى فين وصل ليه الإعلام المغربي ولله ماكدبو هادوك لي قالو على هد القناة شوف خيخي راه بلفعل شوف خيخي,1
وأنهم اليوم يعيشون اللعنة وهم يعانون من الجوعوالعطشولايزالالعاطييعطيلاناللهلايحبالقومالظالمين,1
"نزار الاول فالطوندونس مبرووك بغيناه يفركع الاشتراكات يفوت ندى لحسي للي متافق يدير لايك
 
",0
و بارك متكوزي على الناس راه حشوما,1
بنت الستاتي الله يكمل عليكم بالخير يا ربي مواتيين مع بعضكم  الله يهنيكم  وسعيدة شرف تباك الله عليها جات فنا,1
الا مكنتيش بنت غادي تكون زامل,1
قبح الله سعيكم يا مجتمعا ضحكت من جهله الأمم,1
سترينغ ديالك كان تايبان كحل وكاتقولي فيديوهات عاديين,1
حلوف وحلوفة,1
عيشي حياتك كما بغيتي بلا ماتفتني شباب المسلمين وهذاك الزوج ديالك نسال الله له التوبة من قبوله هذا المنكر,0
هههههههههههه على سلامتك ادك فيه,1
امرأة تساوي الف رجل باينة من كلامك الحق و المصداقية الله يحفضك و يجب على الصحافة المعنية بالأمر أن تتحمل مسؤولية هدا اللقاء الصحفي,0
لي هارب من شي قنت كيجمعوه ف شوف تي في,1
اش هاد الأسلوب الزنقاوي إلى كتهضر بيه تفووووو على بشر,1
مول شعر كيشطح من نيتو سير الله اعطك العز اما دل راك فيه شوهتو لبلاد كتر ما هيا مشوها,1
الله ينتقم منك خليتي الؤخرة ديالك اشوفها الناس الله يظلق صرتحو مسكين,1
غنݣول لها كولشي فوجهها حيت مكنقدرش نقولها كولشي فوجهي,0
وناري خضرتوا بحال الباطمية ياربي ما بغيناش دوزوه لينا في رمضان هذا راه مرض فتاك تاوكة اداك يفك ربي توكة,1
أويلي باقي ماسالا مسلسل عادل الميلودي مع ولادو وأحوزار مع ولدو خرج لينا المحامي مع بنتو وحمزة موبيبي باقي ماشدوه وقضية أميمةالمغتصبة  من عشرين شمكار ضرني راسي أنا حرت إنا مسلسل غادي نتبع إلى حايرين ابحالي ديرو جيم ,0
المستجوبون معتوهون,1
أمثال هؤلاء الخونة والمرتزقة لا يستحقون العيش بيننا  فليذهب هو وأمثاله إلى الجحيم,1
اعلام بابي جينيك نهار كنتي ناشطه ومعريه وكتفسدي معاها محضرانا غ دابا لا مسانده ل خرابة البيوت ولوحده فاسده بنت الشعب بزاف عليك بنات الشعب مكيبنيوش سعادتهم على خراب بيوت غيرهم بنات الشعب كيمشيوا بالشان والنرشان ماشي كيحملوا عاد يجيوا يقطروا ف دموع التماسيح سرك أسلعة الجوطابل ومرتو لولا زوينه عليك ومثقفه عليك يا سلعة بوزبال وهادي موعظه لكل واحد كيخلي بنات الناس ويمشي مع بوزبال ودايره لحجاب أالكذابه تازنيت ولبستي المايو ونعستي ف لوطيلات عاد جايه يا الرخيصه,1
هل اليوتوب اصبح مرحاض المعوقين ,1
سيرو تقاو الله خلاص علمات ساعة كيبانو بشوية بحال قرينتكم الله يستر,1
كملها و جملها ب تسكت قلل من ابتسام تسكت,0
